IP地址,端口,回溯端口,tls,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
129.146.28.95,443,443,TRUE,FRA,US,Phoenix,200,9
130.162.184.47,443,443,TRUE,FRA,GB,London,200,9
132.226.195.55,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.161.25,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.135.23,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.239.207,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.232.182,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.148.239.92,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.22.89,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.232.97,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.148.228.185,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.89.113,443,443,TRUE,FRA,GB,London,200,9
141.148.231.144,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.95.86,443,443,TRUE,FRA,GB,London,200,9
141.147.24.209,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.102.237,443,443,TRUE,FRA,GB,London,200,9
141.147.21.70,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.18.35,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.86.118,443,443,TRUE,FRA,GB,London,200,9
141.147.41.38,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.255.22,443,443,TRUE,FRA,GB,London,200,9
143.47.177.218,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.236.138,443,443,TRUE,FRA,GB,London,200,9
150.230.127.44,443,443,TRUE,FRA,GB,London,200,9
150.230.122.126,443,443,TRUE,FRA,GB,London,200,9
152.70.54.238,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.35.215,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.33.68,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.35.129,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.101.211.239,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.25.241,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.24.172,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.53.22,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
192.18.149.159,443,443,TRUE,FRA,CA,Toronto,200,9
141.148.225.252,443,443,TRUE,FRA,NL,Amsterdam,200,9
130.162.233.41,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.79.127,443,443,TRUE,FRA,GB,London,200,9
141.148.245.30,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.117.122,443,443,TRUE,FRA,GB,London,200,9
150.230.150.47,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.153.61.213,443,443,TRUE,FRA,CA,Toronto,200,9
130.162.42.132,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.166.229,443,443,TRUE,FRA,GB,London,200,9
152.70.182.176,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.178.175,443,443,TRUE,FRA,GB,London,200,9
141.147.92.234,443,443,TRUE,FRA,GB,London,200,9
130.162.167.213,443,443,TRUE,FRA,GB,London,200,9
130.162.234.103,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.21.5,443,443,TRUE,FRA,NL,Amsterdam,200,9
152.70.56.66,443,443,TRUE,FRA,NL,Amsterdam,200,9
150.230.20.148,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.101.216.134,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.53.110,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.3.254.14,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.236.82,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.89.84,443,443,TRUE,FRA,GB,London,200,9
150.230.114.92,443,443,TRUE,FRA,GB,London,200,9
158.180.55.137,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.241.204,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.86.107,443,443,TRUE,FRA,GB,London,200,9
143.47.228.248,443,443,TRUE,FRA,GB,London,200,9
130.162.211.155,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.67.146.90,443,443,TRUE,FRA,GB,London,200,9
141.147.73.192,443,443,TRUE,FRA,GB,London,200,9
150.230.125.29,443,443,TRUE,FRA,GB,London,200,9
140.238.123.108,443,443,TRUE,FRA,GB,London,200,9
130.162.165.40,443,443,TRUE,FRA,GB,London,200,9
130.162.162.3,443,443,TRUE,FRA,GB,London,200,9
138.2.150.170,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.100.109,443,443,TRUE,FRA,GB,London,200,9
138.2.181.64,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.51.21,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.66.210,443,443,TRUE,FRA,GB,London,200,9
143.47.232.102,443,443,TRUE,FRA,GB,London,200,9
152.70.49.235,443,443,TRUE,FRA,NL,Amsterdam,200,9
152.67.138.89,443,443,TRUE,FRA,GB,London,200,9
138.2.225.190,443,443,TRUE,FRA,US,San Jose,200,9
130.162.175.143,443,443,TRUE,FRA,GB,London,200,9
141.147.82.248,443,443,TRUE,FRA,GB,London,200,9
143.47.235.42,443,443,TRUE,FRA,GB,London,200,9
143.47.246.222,443,443,TRUE,FRA,GB,London,200,9
152.70.55.52,443,443,TRUE,FRA,NL,Amsterdam,200,9
130.162.186.114,443,443,TRUE,FRA,GB,London,200,9
158.178.245.40,443,443,TRUE,FRA,SG,Singapore,200,9
130.162.54.4,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.190.177,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.34.70,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.104.22,443,443,TRUE,FRA,GB,London,200,9
130.162.180.214,443,443,TRUE,FRA,GB,London,200,9
141.148.238.84,443,443,TRUE,FRA,NL,Amsterdam,200,9
138.2.161.62,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.161.78,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.226.169,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.225.197,443,443,TRUE,FRA,GB,London,200,9
141.148.230.44,443,443,TRUE,FRA,NL,Amsterdam,200,9
138.2.140.123,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.76.195,443,443,TRUE,FRA,GB,London,200,9
141.144.204.79,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.21.83,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.224.211,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.192.59,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.21.57.114,443,443,TRUE,FRA,GB,London,200,9
132.226.209.101,443,443,TRUE,FRA,GB,London,200,9
141.148.239.210,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.50.23,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.153.75.37,443,443,TRUE,FRA,US,Phoenix,200,9
141.147.104.121,443,443,TRUE,FRA,GB,London,200,9
144.21.40.121,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.144.201.226,443,443,TRUE,FRA,NL,Amsterdam,200,9
130.162.164.235,443,443,TRUE,FRA,GB,London,200,9
143.47.178.2,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.244.77,443,443,TRUE,FRA,GB,London,200,9
138.2.158.115,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.227.87,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.21.14,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.161.58,443,443,TRUE,FRA,GB,London,200,9
130.162.169.15,443,443,TRUE,FRA,GB,London,200,9
141.147.62.18,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.233.61,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.215.118,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.3.11,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.243.45,443,443,TRUE,FRA,GB,London,200,9
144.21.60.233,443,443,TRUE,FRA,GB,London,200,9
143.47.255.167,443,443,TRUE,FRA,GB,London,200,9
141.144.199.7,443,443,TRUE,FRA,NL,Amsterdam,200,9
130.162.222.206,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.229.4,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.184.72,443,443,TRUE,FRA,NL,Amsterdam,200,9
130.162.224.78,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.226.207.137,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.53.188,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.227.185,443,443,TRUE,FRA,GB,London,200,9
141.148.246.126,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.31.225,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.46.63,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.26.14,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.240.211,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.181.61,443,443,TRUE,FRA,NL,Amsterdam,200,9
144.24.172.175,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.54.65,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.88.156,443,443,TRUE,FRA,GB,London,200,9
141.144.198.218,443,443,TRUE,FRA,NL,Amsterdam,200,9
144.21.52.241,443,443,TRUE,FRA,GB,London,200,9
130.162.179.111,443,443,TRUE,FRA,GB,London,200,9
144.21.35.35,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.144.207.56,443,443,TRUE,FRA,NL,Amsterdam,200,9
138.2.176.44,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.21.54.9,443,443,TRUE,FRA,GB,London,200,9
141.147.109.53,443,443,TRUE,FRA,GB,London,200,9
130.162.247.255,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.238.61,443,443,TRUE,FRA,GB,London,200,9
138.2.136.197,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.124.84,443,443,TRUE,FRA,GB,London,200,9
141.144.232.42,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.63.91,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.242.252,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.20.194,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.166.242,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.104.71,443,443,TRUE,FRA,GB,London,200,9
132.226.132.42,443,443,TRUE,FRA,GB,London,200,9
141.147.48.184,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.244.166,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.177.120,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.175.249,443,443,TRUE,FRA,GB,London,200,9
144.24.167.210,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.226.205.66,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.255.255,443,443,TRUE,FRA,GB,London,200,9
130.162.162.219,443,443,TRUE,FRA,GB,London,200,9
141.147.96.12,443,443,TRUE,FRA,GB,London,200,9
158.180.20.86,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
193.122.2.18,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.58.131,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.98.178,443,443,TRUE,FRA,GB,London,200,9
130.162.247.143,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.11.249,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.233.28,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.144.230.97,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.63.216,443,443,TRUE,FRA,NL,Amsterdam,200,9
130.162.180.159,443,443,TRUE,FRA,GB,London,200,9
130.162.215.62,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.242.9,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.59.8,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.226.203.88,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.56.50,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.225.143,443,443,TRUE,FRA,GB,London,200,9
130.162.238.178,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.51.185,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.200.185,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.144.200.190,443,443,TRUE,FRA,NL,Amsterdam,200,9
132.145.10.90,443,443,TRUE,FRA,GB,London,200,9
138.2.149.225,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.120.63,443,443,TRUE,FRA,GB,London,200,9
141.147.119.70,443,443,TRUE,FRA,GB,London,200,9
152.70.52.209,443,443,TRUE,FRA,NL,Amsterdam,200,9
192.9.169.230,443,443,TRUE,FRA,AU,Sydney,200,9
158.180.27.4,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.65.159,443,443,TRUE,FRA,GB,London,200,9
129.153.118.252,443,443,TRUE,FRA,US,Phoenix,200,9
130.162.222.60,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.146.249.61,443,443,TRUE,FRA,US,Phoenix,200,9
130.162.177.59,443,443,TRUE,FRA,GB,London,200,9
130.162.232.172,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.234.158,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.248.66,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.153.112.176,443,443,TRUE,FRA,US,Phoenix,200,9
132.226.205.121,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.141.124,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.108.206,443,443,TRUE,FRA,GB,London,200,9
141.147.57.173,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.62.61,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.51.28,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.196.204,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.69.184,443,443,TRUE,FRA,GB,London,200,9
141.147.53.31,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.80.112,443,443,TRUE,FRA,GB,London,200,9
141.147.37.105,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.19.12,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.78.205,443,443,TRUE,FRA,GB,London,200,9
141.144.255.117,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.227.170,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.101.96,443,443,TRUE,FRA,GB,London,200,9
141.148.243.50,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.246.25,443,443,TRUE,FRA,GB,London,200,9
144.24.175.251,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.22.53,443,443,TRUE,FRA,NL,Amsterdam,200,9
150.230.114.211,443,443,TRUE,FRA,GB,London,200,9
152.70.60.135,443,443,TRUE,FRA,NL,Amsterdam,200,9
152.70.191.107,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.163.29,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.101.181.239,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.168.94,443,443,TRUE,FRA,GB,London,200,9
141.147.102.138,443,443,TRUE,FRA,GB,London,200,9
130.162.244.206,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.171.249,443,443,TRUE,FRA,GB,London,200,9
143.47.240.97,443,443,TRUE,FRA,GB,London,200,9
143.47.189.61,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.148.245.52,443,443,TRUE,FRA,NL,Amsterdam,200,9
138.2.161.196,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.107.142,443,443,TRUE,FRA,GB,London,200,9
130.162.224.232,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.166.230,443,443,TRUE,FRA,GB,London,200,9
141.144.227.114,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.105.39,443,443,TRUE,FRA,GB,London,200,9
158.101.219.152,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.233.6,443,443,TRUE,FRA,GB,London,200,9
130.162.231.243,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.234.194,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.25.248,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.5.240,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.244.54,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.21.36.101,443,443,TRUE,FRA,NL,Amsterdam,200,9
144.21.35.154,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.21.104,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.226.199.193,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.161.66,443,443,TRUE,FRA,GB,London,200,9
141.148.232.194,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.144.247.25,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.189.12,443,443,TRUE,FRA,GB,London,200,9
141.148.244.159,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.144.224.159,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.224.138,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.251.92,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.204.190,443,443,TRUE,FRA,NL,Amsterdam,200,9
138.3.254.193,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
193.122.12.231,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
193.122.58.176,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
193.123.39.84,443,443,TRUE,FRA,NL,Amsterdam,200,9
152.70.51.173,443,443,TRUE,FRA,NL,Amsterdam,200,9
144.24.168.25,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.112.255,443,443,TRUE,FRA,GB,London,200,9
152.70.165.102,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.111.209,443,443,TRUE,FRA,GB,London,200,9
152.70.175.190,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.179.16.247,443,443,TRUE,FRA,AU,Melbourne,200,9
141.144.242.253,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.170.33,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.141.25,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.213.123.170,443,443,TRUE,FRA,US,Ashburn,200,9
132.145.8.216,443,443,TRUE,FRA,GB,London,200,9
144.21.56.37,443,443,TRUE,FRA,GB,London,200,9
141.147.17.205,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.238.60,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.29.29,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.246.32,443,443,TRUE,FRA,GB,London,200,9
138.2.176.24,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.71.155,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.10.26,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.189.155,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.191.195,443,443,TRUE,FRA,NL,Amsterdam,200,9
138.2.147.224,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.180.54,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.86.126,443,443,TRUE,FRA,GB,London,200,9
141.144.204.95,443,443,TRUE,FRA,NL,Amsterdam,200,9
152.67.143.230,443,443,TRUE,FRA,GB,London,200,9
130.162.248.134,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.21.27,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.190.156,443,443,TRUE,FRA,GB,London,200,9
129.153.95.149,443,443,TRUE,FRA,US,Phoenix,200,9
193.122.54.239,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.204.72,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.144.231.12,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.21.54.237,443,443,TRUE,FRA,GB,London,200,9
130.162.57.189,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.166.87,443,443,TRUE,FRA,GB,London,200,9
152.67.135.246,443,443,TRUE,FRA,GB,London,200,9
141.147.117.94,443,443,TRUE,FRA,GB,London,200,9
158.180.58.94,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.26.220,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.159.251.44,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.101.212.112,443,443,TRUE,FRA,NL,Amsterdam,200,9
138.2.157.155,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.192.238,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.82.111,443,443,TRUE,FRA,GB,London,200,9
129.159.192.159,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.59.240,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.226.213.167,443,443,TRUE,FRA,GB,London,200,9
129.80.65.1,443,443,TRUE,FRA,US,Ashburn,200,9
130.162.171.29,443,443,TRUE,FRA,GB,London,200,9
130.162.239.20,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.218.120,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.215.39,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.52.42,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.132.102,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.175.151,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.144.150,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.161.227,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.134.106,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.99.249,443,443,TRUE,FRA,GB,London,200,9
141.144.253.178,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.29.141,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.106.143,443,443,TRUE,FRA,GB,London,200,9
141.144.203.231,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.77.97,443,443,TRUE,FRA,GB,London,200,9
141.144.192.249,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.29.48,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.92.15,443,443,TRUE,FRA,GB,London,200,9
143.47.250.69,443,443,TRUE,FRA,GB,London,200,9
143.47.232.194,443,443,TRUE,FRA,GB,London,200,9
144.21.39.26,443,443,TRUE,FRA,NL,Amsterdam,200,9
144.21.63.58,443,443,TRUE,FRA,GB,London,200,9
150.230.116.106,443,443,TRUE,FRA,GB,London,200,9
152.67.138.240,443,443,TRUE,FRA,GB,London,200,9
158.180.33.215,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
193.123.32.234,443,443,TRUE,FRA,NL,Amsterdam,200,9
138.2.148.211,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.69.210.34,443,443,TRUE,FRA,SG,Singapore,200,9
138.2.154.127,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.191.142,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.255.71,443,443,TRUE,FRA,GB,London,200,9
130.162.37.61,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.177.156,443,443,TRUE,FRA,GB,London,200,9
141.148.234.116,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.231.18,443,443,TRUE,FRA,GB,London,200,9
143.47.234.45,443,443,TRUE,FRA,GB,London,200,9
158.180.55.205,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.62.74,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.242.213,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.48.58,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.67.149.140,443,443,TRUE,FRA,GB,London,200,9
130.162.247.114,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
193.122.13.139,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.100.71,443,443,TRUE,FRA,GB,London,200,9
129.159.79.160,443,443,TRUE,FRA,US,Ashburn,200,9
138.2.130.14,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.246.137,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.168.81,443,443,TRUE,FRA,US,Ashburn,200,9
144.24.184.134,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.247.210,443,443,TRUE,FRA,GB,London,200,9
130.162.46.27,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.204.88,443,443,TRUE,FRA,NL,Amsterdam,200,9
130.162.45.118,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.215.185,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.231.227,443,443,TRUE,FRA,GB,London,200,9
141.147.88.237,443,443,TRUE,FRA,GB,London,200,9
193.122.9.228,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.243.155,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.27.215,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.189.65,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.161.135,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.90.175,443,443,TRUE,FRA,GB,London,200,9
143.47.255.192,443,443,TRUE,FRA,GB,London,200,9
138.2.109.210,443,443,TRUE,FRA,SG,Singapore,200,9
158.180.24.111,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.178.244.28,443,443,TRUE,FRA,SG,Singapore,200,9
138.2.146.123,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.39.198,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.229.116,443,443,TRUE,FRA,NL,Amsterdam,200,9
144.24.175.23,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.178.233.98,443,443,TRUE,FRA,SG,Singapore,200,9
193.123.74.12,443,443,TRUE,FRA,AE,Dubai,200,9
165.1.66.229,443,443,TRUE,FRA,US,San Jose,200,9
193.123.81.63,443,443,TRUE,FRA,AE,Dubai,200,9
144.24.190.112,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.180.1,443,443,TRUE,FRA,US,Ashburn,200,9
129.146.55.149,443,443,TRUE,FRA,US,Phoenix,200,9
138.3.245.102,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.67.234.157,443,443,TRUE,FRA,US,San Jose,200,9
158.180.36.248,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.239.140,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.229.70,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.47.154,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.176.107,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
